variable,relative_importance,scaled_importance,percentage
Ticket,1573.3648681640625,1.0,0.42684562251036323
Fare,744.9179077148438,0.4734552822347419,0.20209231467630814
Cabin,691.5735473632812,0.43955064801355886,0.1876202699761811
Age,288.5994567871094,0.18342818161681215,0.07829551636817215
Pclass,221.04893493652344,0.14049438843417317,0.05996941469039742
PassengerId,75.0739974975586,0.04771556745458629,0.020367181093588115
Sex,52.5534553527832,0.033401950441480935,0.014257476329254231
Survived,24.674665451049805,0.015682735740656473,0.006694107099886035
SibSp,8.56510066986084,0.005443810805217315,0.0023236668119816267
Parch,5.655953407287598,0.0035948135882094855,0.0015344304438679904
